time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-08-14T20:03:22.600Z,38.7967,-122.7912,0,1.6,Md,20,64.8,0.00898315,0.1,nc,nc72277721,2014-08-14T22:28:07.014Z,"3km NW of The Geysers, California",earthquake
2014-08-14T19:54:54.940Z,33.6473333,-116.73,16.71,0.7,ml,20,85,0.05157,0.07,ci,ci15538425,2014-08-14T23:26:06.020Z,"10km S of Idyllwild-Pine Cove, California",earthquake
2014-08-14T19:48:46.920Z,36.0845,-117.668,1.76,1.36,ml,23,54,0.1078,0.15,ci,ci15538417,2014-08-14T23:23:31.550Z,"42km NW of Searles Valley, California",earthquake
2014-08-14T19:43:24.890Z,44.6351667,-111.2371667,10.77,1.17,ml,13,185,0.07435,0.18,uu,uu60080692,2014-08-14T20:13:32.020Z,"10km WSW of West Yellowstone, Montana",earthquake
2014-08-14T19:31:41.256Z,37.0781,-116.7303,6.1208,0.99,ml,9,104.83,0.066,0.1581,nn,nn00456026,2014-08-14T20:09:04.708Z,"18km N of Beatty, Nevada",earthquake
2014-08-14T19:30:32.040Z,33.968,-116.8765,10.89,0.66,ml,19,74,0.08801,0.11,ci,ci15538409,2014-08-14T23:20:11.920Z,"4km N of Banning, California",earthquake
2014-08-14T19:28:45.000Z,58.8883,-154.3689,100,2.6,ml,,,,1.09,ak,ak11357392,2014-08-15T03:31:12.771Z,"100km SSE of Old Iliamna, Alaska",earthquake
2014-08-14T19:28:13.900Z,38.8115,-122.783,0,0.5,Md,10,68.4,0.00898315,0.01,nc,nc72274055,2014-08-14T19:29:57.475Z,"4km NNW of The Geysers, California",earthquake
2014-08-14T19:25:24.500Z,19.1035,-66.6604,39,2.9,Md,6,288,0.75727978,0.18,pr,pr14226013,2014-08-15T03:27:59.431Z,"70km N of Arecibo, Puerto Rico",earthquake
2014-08-14T19:18:43.000Z,38.8423,-122.8292,2.5,0.5,Md,9,68.4,0.00898315,0.02,nc,nc72274040,2014-08-14T19:20:21.440Z,"9km WNW of Cobb, California",earthquake
2014-08-14T19:12:54.500Z,46.4103,-122.2917,19,0.2,Md,,306,0.10779783,0.15,uw,uw60075008,2014-08-16T16:26:29.773Z,"16km S of Morton, Washington",earthquake
2014-08-14T19:12:07.500Z,19.524,-65.3113,73,3.1,Md,3,334.8,1.20913237,0.07,pr,pr14226011,2014-08-15T03:14:40.943Z,"133km NNE of Vieques, Puerto Rico",earthquake
2014-08-14T19:04:38.540Z,36.3591,-97.1241,5,2.8,ml,,38,0.384,0.6,us,usb000s2r9,2014-08-15T16:36:01.821Z,"16km ENE of Perry, Oklahoma",earthquake
2014-08-14T19:01:38.670Z,37.6608333,-118.8858333,8.83,0.28,md,7,269,0.05226,0.03,nc,nc72274035,2014-08-14T21:18:04.195Z,"7km E of Mammoth Lakes, California",earthquake
2014-08-14T18:47:42.200Z,18.8416,-64.3772,65,2.9,Md,4,338.4,0.73212696,0.11,pr,pr14226010,2014-08-15T02:50:13.959Z,"53km NNE of Road Town, British Virgin Islands",earthquake
2014-08-14T18:45:07.100Z,36.7997,-121.3768,8.6,0.7,Md,16,79.2,0.03593261,0.06,nc,nc72274030,2014-08-20T02:44:59.966Z,"1km SW of Ridgemark, California",earthquake
2014-08-14T18:42:30.900Z,38.8392,-122.84,2.7,0.6,Md,13,64.8,0,0.01,nc,nc72274025,2014-08-14T18:44:12.588Z,"9km NW of The Geysers, California",earthquake
2014-08-14T18:40:23.110Z,33.9551667,-117.1163333,17.3,2.11,ml,80,21,0.04756,0.13,ci,ci15538401,2014-08-15T02:43:03.167Z,"6km WSW of Calimesa, California",earthquake
2014-08-14T18:33:49.300Z,39.324,-123.0377,6.1,1.9,Md,28,28.8,0.18864621,0.07,nc,nc72274010,2014-08-20T09:49:06.836Z,"15km ENE of Redwood Valley, California",earthquake
2014-08-14T18:31:45.500Z,38.8965,-122.8153,10.6,0.6,Md,7,226.8,0.06288207,0.02,nc,nc72274005,2014-08-14T19:21:01.518Z,"9km SSE of Kelseyville, California",earthquake
2014-08-14T18:22:16.680Z,35.0521667,-118.3463333,0.01,1.66,ml,9,81,0.06155,0.07,ci,ci15538393,2014-08-14T23:07:27.701Z,"12km SE of Tehachapi, California",quarry_blast
2014-08-14T18:01:19.700Z,38.8083,-122.8125,3,0.5,Md,26,100.8,0.00898315,0.03,nc,nc72273995,2014-08-14T21:34:05.941Z,"5km NW of The Geysers, California",earthquake
2014-08-14T17:41:27.220Z,34.1575,-117.0386667,11.12,1.1,ml,31,46,0.07093,0.14,ci,ci15538385,2014-08-14T23:05:55.430Z,"8km SE of Running Springs, California",earthquake
2014-08-14T17:33:04.877Z,40.2843,-119.7036,10.9565,0.36,ml,4,306.48,0.116,0.0654,nn,nn00456053,2014-08-14T21:47:45.960Z,"42km SW of Gerlach-Empire, Nevada",earthquake
2014-08-14T17:25:07.180Z,0.8307,146.1357,10,4.9,mb,,58,7.82,0.75,us,usb000s2ms,2014-08-15T01:27:35.687Z,"Federated States of Micronesia region",earthquake
2014-08-14T17:13:49.590Z,38.8081665,-122.814003,2.77,1.22,md,28,54,0.01188,0.03,nc,nc72273980,2014-08-14T19:41:08.668Z,"6km NW of The Geysers, California",earthquake
2014-08-14T17:09:51.920Z,27.9732,128.1343,36.96,4.9,mb,,90,1.139,1.7,us,usb000s2mp,2014-08-15T15:28:09.000Z,"139km WSW of Naze, Japan",earthquake
2014-08-14T16:55:21.824Z,40.2873,-119.7113,11.3528,0.13,ml,3,306.96,0.118,0.0119,nn,nn00456050,2014-08-14T21:42:14.238Z,"43km SW of Gerlach-Empire, Nevada",earthquake
2014-08-14T16:53:28.000Z,64.6637,-147.9786,18.2,0.7,ml,,,,0.51,ak,ak11357377,2014-08-14T21:55:21.942Z,"20km S of Ester, Alaska",earthquake
2014-08-14T16:42:02.300Z,38.7732,-122.7448,2.3,0.4,Md,9,82.8,0.00898315,0.02,nc,nc72273960,2014-08-14T16:58:05.781Z,"1km ESE of The Geysers, California",earthquake
2014-08-14T16:38:05.200Z,35.3781,-96.494,5,2.8,ml,,83,,1.09,us,usb000s31u,2014-08-15T18:33:14.680Z,"12km S of Boley, Oklahoma",earthquake
2014-08-14T16:28:26.000Z,61.516,-146.6464,26.8,1.5,ml,6,118.799990496001,0.3449531,0.36,ak,ak11357375,2014-08-14T21:54:36.864Z,"45km NNW of Valdez, Alaska",earthquake
2014-08-14T15:53:50.100Z,46.8313,-121.9287,0,-0.2,Md,,212.4,0.06288207,0.08,uw,uw60844402,2014-08-14T16:36:30.463Z,"26km E of Eatonville, Washington",quarry
2014-08-14T15:50:36.690Z,38.8171654,-122.7994995,2.1,0.55,md,8,103,0.009752,0.02,nc,nc72273950,2014-08-14T18:17:04.557Z,"5km NW of The Geysers, California",earthquake
2014-08-14T15:32:48.260Z,33.7296667,-116.7651667,18.28,0.83,ml,24,97,0.04634,0.08,ci,ci15538377,2014-08-14T23:01:04.560Z,"3km WSW of Idyllwild-Pine Cove, California",earthquake
2014-08-14T15:31:22.000Z,38.8155,-122.807,1.6,0.9,Md,14,57.6,0.00898315,0.02,nc,nc72273930,2014-08-14T17:48:16.459Z,"6km NW of The Geysers, California",earthquake
2014-08-14T15:07:29.900Z,38.7972,-122.7915,0.4,0.9,Md,16,64.8,0.00898315,0.04,nc,nc72273915,2014-08-14T15:40:07.172Z,"3km NW of The Geysers, California",earthquake
2014-08-14T15:06:36.300Z,38.7963,-122.7903,0,1.9,Md,29,50.4,0.00898315,0.03,nc,nc72273910,2014-08-14T17:19:08.346Z,"3km NW of The Geysers, California",earthquake
2014-08-14T15:06:00.030Z,12.0394,-87.7633,31.18,3.9,mwr,,197,0.968,0.69,us,usb000s2m7,2014-08-15T13:19:23.574Z,"80km SW of Corinto, Nicaragua",earthquake
2014-08-14T14:56:04.420Z,33.6326667,-116.6891667,17.88,0.97,ml,32,57,0.03834,0.1,ci,ci15538369,2014-08-14T22:58:28.660Z,"8km N of Anza, California",earthquake
2014-08-14T14:52:59.460Z,34.4613333,-117.8585,6.44,0.96,ml,14,75,0.01124,0.13,ci,ci15538361,2014-08-14T22:53:22.150Z,"13km ESE of Littlerock, California",earthquake
2014-08-14T14:45:35.400Z,38.8312,-122.7978,0.8,0.2,Md,15,57.6,0.00898315,0.05,nc,nc72273905,2014-08-20T02:52:06.798Z,"6km W of Cobb, California",earthquake
2014-08-14T14:44:30.660Z,33.4646667,-116.458,8.58,0.53,ml,19,110,0.0645,0.1,ci,ci15538353,2014-08-14T22:51:02.640Z,"22km ESE of Anza, California",earthquake
2014-08-14T14:36:39.500Z,35.5862,-120.7608,8,0.7,Md,12,79.2,0.09881468,0.06,nc,nc72273895,2014-08-20T02:46:00.057Z,"6km NW of Templeton, California",earthquake
2014-08-14T14:33:22.910Z,32.901,-116.2688333,7.34,0.96,ml,13,87,0.0203,0.21,ci,ci15538345,2014-08-14T22:48:28.320Z,"25km ENE of Pine Valley, California",earthquake
2014-08-14T14:24:07.600Z,19.3863,-155.4502,10.4,2.2,Ml,,32.4,0.01796631,0.12,hv,hv60749751,2014-08-14T20:12:51.163Z,"20km N of Pahala, Hawaii",earthquake
2014-08-14T14:15:32.010Z,35.8493,-97.2921,5,3.1,mb_lg,,63,0.137,0.56,us,usb000s2lv,2014-08-14T20:20:04.405Z,"11km SSW of Langston, Oklahoma",earthquake
2014-08-14T14:02:09.160Z,34.315,-117.013,7.73,2.22,ml,78,23,0.05823,0.15,ci,ci15538329,2014-08-14T22:49:11.535Z,"12km NW of Big Bear Lake, California",earthquake
2014-08-14T13:58:37.370Z,33.2088333,-115.9855,7.28,2.65,ml,68,27,0.07108,0.19,ci,ci15538321,2014-08-14T21:33:44.266Z,"10km SSW of Salton City, California",earthquake
2014-08-14T13:54:32.100Z,19.2611,-68.1689,27,3.2,Md,12,273.6,0.76895788,0.5,pr,pr14226005,2014-08-14T22:04:54.530Z,"79km NNE of Punta Cana, Dominican Republic",earthquake
2014-08-14T13:48:53.090Z,35.4893333,-118.2893333,5.1,1.24,ml,18,69,0.1304,0.13,ci,ci15538313,2014-08-14T21:23:07.880Z,"19km S of Weldon, California",earthquake
2014-08-14T13:44:11.200Z,36.4952,70.4218,223.72,4.3,mb,,73,0.641,0.94,us,usb000s2ll,2014-08-14T21:46:50.304Z,"51km E of Farkhar, Afghanistan",earthquake
2014-08-14T13:42:10.000Z,46.2632,-122.0752,9.9,0.1,Md,,291.6,0.04491576,0.08,uw,uw60074928,2014-08-14T16:40:16.842Z,"36km SSE of Morton, Washington",earthquake
2014-08-14T13:37:38.040Z,33.7996667,-115.7786667,3.91,1.6,ml,41,73,0.1448,0.16,ci,ci15538305,2014-08-14T21:21:09.420Z,"37km NE of Mecca, California",earthquake
2014-08-14T13:36:27.800Z,18.6711,-67.526,9,2.7,Md,5,298.8,0.28746089,0.31,pr,pr14226009,2014-08-14T21:39:11.166Z,"46km NW of Rincon, Puerto Rico",earthquake
2014-08-14T13:32:32.200Z,38.8142,-122.7935,4.8,0.6,Md,7,172.8,0.00898315,0.02,nc,nc72273865,2014-08-14T15:40:07.174Z,"5km NW of The Geysers, California",earthquake
2014-08-14T13:29:46.000Z,63.4906,-148.0522,3.4,0.9,ml,,,,0.35,ak,ak11357304,2014-08-14T21:54:31.936Z,"46km ENE of Cantwell, Alaska",earthquake
2014-08-14T13:28:03.000Z,18.9489,-63.737,25,3.3,Md,4,349.2,0.9872485,0.15,pr,pr14226008,2014-08-14T21:30:29.823Z,"108km NW of The Valley, Anguilla",earthquake
2014-08-14T13:21:43.300Z,18.0042,-66.7936,13,2.1,Md,7,172.8,0.08623827,0.23,pr,pr14226007,2014-08-14T15:33:47.621Z,"1km S of Guayanilla, Puerto Rico",earthquake
2014-08-14T13:13:07.000Z,64.4681,-146.6673,7.4,0.4,ml,,,,0.74,ak,ak11357303,2014-08-14T21:55:58.429Z,"12km ESE of Salcha, Alaska",earthquake
2014-08-14T13:12:12.000Z,38.8385,-122.8388,2.5,0.9,Md,20,57.6,0.01796631,0.03,nc,nc72273860,2014-08-14T15:23:05.251Z,"9km NW of The Geysers, California",earthquake
2014-08-14T12:58:56.000Z,63.5384,-147.7067,7.3,1,ml,,,,0.17,ak,ak11357300,2014-08-14T21:54:31.283Z,"64km ENE of Cantwell, Alaska",earthquake
2014-08-14T12:54:32.000Z,38.8293,-122.7963,0.3,1.6,Md,22,39.6,0.00898315,0.03,nc,nc72273855,2014-08-14T15:32:06.289Z,"6km W of Cobb, California",earthquake
2014-08-14T12:53:23.000Z,62.2752,-150.9634,56.7,1.5,ml,,,,0.42,ak,ak11357297,2014-08-14T21:54:30.644Z,"44km W of Talkeetna, Alaska",earthquake
2014-08-14T12:51:32.800Z,38.8405,-122.8293,2.6,0.7,Md,15,68.4,0.00898315,0.02,nc,nc72273850,2014-08-14T15:02:07.968Z,"9km WNW of Cobb, California",earthquake
2014-08-14T12:37:16.000Z,60.9661,-147.1152,14.8,2,ml,,,,0.83,ak,ak11357293,2014-08-14T21:54:29.861Z,"45km WSW of Valdez, Alaska",earthquake
2014-08-14T12:28:00.290Z,35.8369,28.2755,10,4.1,mb,,133,1.602,1.39,us,usb000s2l8,2014-08-15T05:12:07.870Z,"36km SE of Lardos, Greece",earthquake
2014-08-14T12:13:18.330Z,34.2753333,-117.0153333,9.8,1.47,ml,56,50,0.02014,0.15,ci,ci15538297,2014-08-14T21:14:51.640Z,"10km WNW of Big Bear Lake, California",earthquake
2014-08-14T12:08:36.000Z,62.7804,-148.9777,87.7,0.7,ml,,,,0.32,ak,ak11357289,2014-08-14T21:54:29.252Z,"68km S of Cantwell, Alaska",earthquake
2014-08-14T12:07:31.420Z,38.9695,-111.3958333,3.23,1.16,md,7,97,0.1905,0.09,uu,uu60080662,2014-08-14T16:43:15.640Z,"26km WSW of Ferron, Utah",earthquake
2014-08-14T12:00:57.000Z,60.2219,-141.7682,0,1.5,ml,,,,0.66,ak,ak11357287,2014-08-14T21:54:28.617Z,"40km ENE of Cape Yakataga, Alaska",earthquake
2014-08-14T11:55:52.000Z,60.4082,-152.0713,90.5,1.9,ml,,,,0.68,ak,ak11357284,2014-08-14T21:54:27.912Z,"37km ESE of Redoubt Volcano, Alaska",earthquake
2014-08-14T11:54:09.300Z,37.4017,-119.9787,20.7,2.5,Md,44,54,0.18864621,0.23,nc,nc72273825,2014-08-18T18:16:42.455Z,"9km S of Mariposa, California",earthquake
2014-08-14T11:53:08.230Z,36.391,-117.4953333,4.02,1.13,ml,9,199,0.2425,0.06,ci,ci15538273,2014-08-14T21:06:26.767Z,"56km ESE of Lone Pine, California",earthquake
2014-08-14T11:44:06.030Z,33.4606667,-116.8541667,5.04,0.42,ml,25,78,0.107,0.23,ci,ci15538265,2014-08-14T21:04:00.500Z,"2km NNE of Aguanga, California",earthquake
2014-08-14T11:41:24.900Z,46.59,-122.1397,21.4,1,Md,,97.2,0.13474729,0.14,uw,uw60844222,2014-08-14T15:47:04.114Z,"10km ENE of Morton, Washington",earthquake
2014-08-14T11:33:57.200Z,38.8157,-122.7955,3,0.9,Md,18,68.4,0.00898315,0.02,nc,nc72273820,2014-08-14T12:00:08.059Z,"5km NW of The Geysers, California",earthquake
2014-08-14T11:29:04.900Z,38.833,-122.8102,1.4,0.9,Md,17,93.6,0.00898315,0.02,nc,nc72273815,2014-08-14T11:48:06.723Z,"7km W of Cobb, California",earthquake
2014-08-14T11:18:17.800Z,38.8218,-122.8065,3.1,2,Md,40,32.4,0,0.03,nc,nc72273800,2014-08-14T13:41:04.123Z,"6km NW of The Geysers, California",earthquake
2014-08-14T11:13:33.520Z,34.1366667,-117.4473333,9.65,0.73,ml,23,97,0.0831,0.15,ci,ci15538257,2014-08-14T20:59:21.750Z,"5km NNW of Fontana, California",earthquake
2014-08-14T10:55:12.960Z,33.659,-116.6838333,16.04,0.38,ml,20,62,0.01294,0.1,ci,ci15538249,2014-08-14T20:56:28.880Z,"9km SSE of Idyllwild, California",earthquake
2014-08-14T10:50:31.200Z,40.1522,-121.0667,12.4,2.1,Md,20,82.8,0.31441035,0.18,nc,nc72273775,2014-08-20T07:05:04.323Z,"9km W of Greenville, California",earthquake
2014-08-14T10:43:55.000Z,67.5818,-161.9638,15.9,3.7,ml,,,,1.1,ak,ak11357265,2014-08-14T22:04:44.370Z,"42km E of Noatak, Alaska",earthquake
2014-08-14T10:39:51.690Z,40.7311667,-121.4965,10.43,0.96,md,8,284,0.2014,0.13,nc,nc71085834,2014-08-14T16:36:08.414Z,"21km SE of Burney, California",earthquake
2014-08-14T10:39:19.440Z,37.3588333,-119.9988333,22.49,1.96,md,8,114,0.212,0.05,nc,nc72273765,2014-08-14T18:42:07.361Z,"14km SSW of Mariposa, California",earthquake
2014-08-14T10:31:12.200Z,37.3762,-119.9882,21.2,2.7,Md,21,108,0.19762936,0.18,nc,nc72273760,2014-08-18T18:09:08.088Z,"12km S of Mariposa, California",earthquake
2014-08-14T10:27:13.654Z,40.4394,-119.5453,2.8833,0.95,ml,7,303.48,0.305,0.1164,nn,nn00455984,2014-08-14T12:04:36.963Z,"21km SW of Gerlach-Empire, Nevada",earthquake
2014-08-14T10:22:34.800Z,19.6303,-65.2873,59,2.8,Md,6,295.2,1.30974368,0.23,pr,pr14226006,2014-08-14T18:25:13.880Z,"145km NNE of Vieques, Puerto Rico",earthquake
2014-08-14T10:21:26.348Z,38.7883,-118.5672,8.7902,1.13,ml,14,88.43,0.164,0.1038,nn,nn00455983,2014-08-14T11:24:44.329Z,"29km N of Hawthorne, Nevada",earthquake
2014-08-14T10:17:47.270Z,38.7890015,-122.7649994,2.33,0.52,md,9,87,0.01826,0.01,nc,nc72273755,2014-08-14T11:50:06.958Z,"1km NNW of The Geysers, California",earthquake
2014-08-14T10:07:12.900Z,34.123,-118.497,8.96,0.99,ml,12,128,0.03864,0.07,ci,ci15538217,2014-08-14T20:50:46.760Z,"9km NW of Westwood, California",earthquake
2014-08-14T10:04:07.500Z,37.2268,-118.2608,14.6,1.9,Md,33,176.4,0.13474729,0.05,nc,nc72273750,2014-08-20T06:21:09.802Z,"7km NNE of Big Pine, California",earthquake
2014-08-14T09:43:31.885Z,39.1068,-119.6471,10.6224,0.65,ml,15,92.51,0.041,0.1251,nn,nn00455980,2014-08-14T11:32:06.788Z,"9km NE of Johnson Lane, Nevada",earthquake
2014-08-14T09:20:26.320Z,33.6768333,-116.7626667,19.54,0.35,ml,18,129,0.05299,0.14,ci,ci15538209,2014-08-14T20:45:33.780Z,"8km SSW of Idyllwild-Pine Cove, California",earthquake
2014-08-14T09:17:24.800Z,46.6465,-122.281,10.1,0.6,Md,,252,0.21559567,0.06,uw,uw60074923,2014-08-14T16:45:57.456Z,"9km N of Morton, Washington",earthquake
2014-08-14T08:59:07.878Z,39.2156,-120.079,9.513,0.58,ml,11,91.15,0.037,0.107,nn,nn00455993,2014-08-14T11:56:42.988Z,"3km SW of Tahoe Vista, California",earthquake
2014-08-14T08:54:26.700Z,36.3191,-89.538,9.2,1.6,md,20,50.3999959680003,0.02694946,0.04,nm,nm60075211,2014-08-14T17:22:54.582Z,"7km NW of Ridgely, Tennessee",earthquake
2014-08-14T08:51:08.830Z,33.4853333,-116.7565,7.97,0.52,ml,27,54,0.07505,0.13,ci,ci15538201,2014-08-14T20:43:07.080Z,"10km SW of Anza, California",earthquake
2014-08-14T08:49:28.000Z,63.4785,-147.6484,0.3,1.4,ml,,,,0.57,ak,ak11357235,2014-08-14T21:54:50.802Z,"65km E of Cantwell, Alaska",earthquake
2014-08-14T08:48:48.140Z,33.071,-116.5643333,11.6,0.93,ml,36,56,0.02961,0.18,ci,ci15538193,2014-08-14T20:40:59.290Z,"3km ESE of Julian, California",earthquake
2014-08-14T08:44:32.800Z,36.6337,-121.249,10.7,2.2,Md,56,39.6,0.03593261,0.05,nc,nc72273710,2014-08-14T23:09:11.340Z,"22km NE of Gonzales, California",earthquake
2014-08-14T08:32:16.600Z,-3.4431,145.5374,44.54,4.9,mb,,65,6.137,0.73,us,usb000s2k9,2014-08-14T16:34:53.942Z,"177km ENE of Angoram, Papua New Guinea",earthquake
2014-08-14T08:27:43.630Z,34.2825,-117.0266667,9.02,1.07,ml,41,53,0.03105,0.14,ci,ci15538185,2014-08-14T20:35:47.200Z,"11km WNW of Big Bear Lake, California",earthquake
2014-08-14T08:26:40.500Z,36.2194,-97.5459,2.58,2.6,mb_lg,,59,0.149,0.58,us,usb000s2kb,2014-08-14T14:44:04.499Z,"24km WSW of Perry, Oklahoma",earthquake
2014-08-14T08:26:36.500Z,38.8338,-122.8757,2.4,0.8,Md,14,64.8,0.00898315,0.03,nc,nc72273705,2014-08-14T10:30:02.958Z,"12km ENE of Cloverdale, California",earthquake
2014-08-14T08:24:35.880Z,33.1511667,-116.5615,17.39,0.97,ml,38,37,0.07625,0.15,ci,ci15538177,2014-08-14T20:29:39.620Z,"8km NNE of Julian, California",earthquake
2014-08-14T08:15:04.433Z,37.1647,-117.3733,11.7119,1.44,ml,13,139.22,0.169,0.0952,nn,nn00455978,2014-08-14T17:17:54.853Z,"61km WNW of Beatty, Nevada",earthquake
2014-08-14T08:12:29.000Z,46.35,-122.2312,7.7,0.7,Md,,129.6,0.00898315,0.19,uw,uw60844117,2014-08-14T16:57:18.683Z,"23km S of Morton, Washington",earthquake
2014-08-14T07:51:20.800Z,38.8353,-122.8032,2.9,0.2,Md,17,54,0.00898315,0.07,nc,nc72273700,2014-08-20T02:52:43.381Z,"7km WNW of Cobb, California",earthquake
2014-08-14T07:47:55.400Z,37.4492,-121.7745,7.4,1.2,Md,31,68.4,0.08983153,0.07,nc,nc72273695,2014-08-20T02:35:18.787Z,"8km NNE of East Foothills, California",earthquake
2014-08-14T07:46:21.000Z,59.564,-149.2249,9.9,3.4,ml,,,,0.79,ak,ak11357223,2014-08-14T22:00:06.622Z,"61km SSE of Seward, Alaska",earthquake
2014-08-14T07:39:34.000Z,18.6616,-67.4841,10,2.9,Md,14,198,0.40334356,0.28,pr,pr14226004,2014-08-14T15:42:47.293Z,"43km NW of Aguadilla, Puerto Rico",earthquake
2014-08-14T07:20:44.000Z,61.0118,-142.8709,1.2,1,ml,,,,1.52,ak,ak11357220,2014-08-14T21:54:49.241Z,"101km ESE of Chitina, Alaska",earthquake
2014-08-14T07:18:30.000Z,60.0427,-153.2717,100,2.9,ml,,,,1.02,ak,ak11357214,2014-08-14T22:05:28.594Z,"57km SSW of Redoubt Volcano, Alaska",earthquake
2014-08-14T07:09:14.720Z,41.3465,-72.4863,5,2.7,mb_lg,,156,0.34,0.43,us,usb000s2jx,2014-08-18T19:39:10.516Z,"5km SW of Deep River Center, Connecticut",earthquake
2014-08-14T07:04:11.180Z,40.5395,-121.6213333,9.62,1.11,md,6,222,0.03775,0.1,nc,nc72273685,2014-08-14T19:12:05.597Z,"23km ENE of Shingletown, California",earthquake
2014-08-14T06:56:36.779Z,39.0175,-116.5202,0.6375,1.61,ml,3,220.26,0.99,0.0001,nn,nn00455977,2014-08-14T16:58:41.835Z,"70km SE of Austin, Nevada",earthquake
2014-08-14T06:53:27.000Z,62.2397,-145.8261,7.6,2,ml,,,,0.72,ak,ak11357211,2014-08-14T21:54:47.817Z,"20km NW of Glennallen, Alaska",earthquake
2014-08-14T06:49:36.000Z,63.4397,-148.4226,27.9,0.6,ml,,,,0.48,ak,ak11357209,2014-08-14T21:54:47.058Z,"26km ENE of Cantwell, Alaska",earthquake
2014-08-14T06:38:37.000Z,61.1859,-148.3484,28.3,1.7,ml,,,,0.57,ak,ak11357206,2014-08-14T21:54:46.403Z,"49km NNE of Whittier, Alaska",earthquake
2014-08-14T06:19:09.180Z,36.6335,-98.2562,5,2.7,mb_lg,,156,0.254,0.29,us,usb000s2jg,2014-08-14T13:38:02.163Z,"9km N of Helena, Oklahoma",earthquake
2014-08-14T06:09:30.400Z,38.8113,-122.8257,2.5,0.8,Md,16,64.8,0,0.03,nc,nc72273680,2014-08-14T08:27:09.771Z,"7km WNW of The Geysers, California",earthquake
2014-08-14T06:09:18.800Z,38.8117,-122.8265,2.5,0.7,Md,15,75.6,0,0.03,nc,nc72273675,2014-08-14T06:31:07.283Z,"7km WNW of The Geysers, California",earthquake
2014-08-14T06:07:44.565Z,38.2413,-118.5186,6.6877,1.17,ml,12,79.01,0.015,0.0862,nn,nn00455973,2014-08-14T17:39:07.504Z,"32km SSE of Hawthorne, Nevada",earthquake
2014-08-14T06:04:14.000Z,59.069,-153.991,131.1,4.4,ml,,,,0.75,ak,ak11357151,2014-08-15T06:40:04.767Z,"76km SSE of Old Iliamna, Alaska",earthquake
2014-08-14T06:01:32.000Z,60.3957,-147.7867,2.5,1.9,ml,,,,1.21,ak,ak11357149,2014-08-14T21:54:44.887Z,"64km SE of Whittier, Alaska",earthquake
2014-08-14T05:51:28.100Z,18.0191,-66.7573,14,2.1,Md,7,169.2,0.12396751,0.18,pr,pr14226003,2014-08-14T09:27:03.795Z,"1km E of Magas Arriba, Puerto Rico",earthquake
2014-08-14T05:41:33.200Z,18.1522,-64.8451,12,2.6,Md,6,129.6,0.22278219,0.36,pr,pr14226002,2014-08-14T13:44:11.234Z,"22km SSE of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-08-14T05:35:40.400Z,38.7732,-122.764,1.7,0.9,Md,13,86.4,0,0.04,nc,nc72273665,2014-08-14T05:58:03.800Z,"0km SW of The Geysers, California",earthquake
2014-08-14T05:03:02.000Z,62.9577,-151.2467,22.5,1.5,ml,,,,0.8,ak,ak11357127,2014-08-14T21:54:44.139Z,"91km NW of Talkeetna, Alaska",earthquake
2014-08-14T05:00:43.600Z,19.4669,-66.3339,28,3.4,Md,15,270,1.00162154,0.11,pr,pr14226001,2014-08-14T13:03:12.067Z,"110km N of Brenas, Puerto Rico",earthquake
2014-08-14T04:59:40.470Z,33.6795,-116.7146667,19.23,1.04,ml,44,53,0.03159,0.13,ci,ci15538169,2014-08-14T20:24:27.680Z,"6km S of Idyllwild, California",earthquake
2014-08-14T04:48:59.950Z,32.1,-115.189,20,2.28,ml,11,278,0.2238,0.34,ci,ci15538161,2014-08-14T20:17:56.335Z,"14km S of Alberto Oviedo Mota, Mexico",earthquake
2014-08-14T04:44:08.000Z,59.8465,-153.092,100,2.5,ml,,,,0.42,ak,ak11357121,2014-08-14T22:05:01.520Z,"71km W of Anchor Point, Alaska",earthquake
2014-08-14T04:31:56.800Z,38.771,-122.7225,2.8,0.9,Md,14,68.4,0.00898315,0.02,nc,nc72273655,2014-08-14T04:33:34.404Z,"3km ESE of The Geysers, California",earthquake
2014-08-14T04:28:29.000Z,60.9874,-141.3087,5.1,0.3,ml,,,,0.71,ak,ak11357118,2014-08-14T21:54:42.754Z,"119km NNE of Cape Yakataga, Alaska",earthquake
2014-08-14T04:22:12.500Z,38.7728,-122.724,2.2,1.7,Md,28,61.2,0.00898315,0.06,nc,nc72273650,2014-08-14T08:02:02.115Z,"2km E of The Geysers, California",earthquake
2014-08-14T04:21:54.000Z,61.3033,-146.8531,30.5,1.7,ml,,,,0.54,ak,ak11357114,2014-08-14T21:54:42.000Z,"33km NW of Valdez, Alaska",earthquake
2014-08-14T04:03:05.920Z,33.5171667,-116.4411667,11.83,0.37,ml,18,137,0.01434,0.12,ci,ci15538153,2014-08-14T20:13:18.530Z,"20km SW of La Quinta, California",earthquake
2014-08-14T04:02:03.700Z,38.8058,-122.7723,2.5,0.7,Md,12,118.8,0.00898315,0.02,nc,nc72273645,2014-08-14T04:03:46.049Z,"3km NNW of The Geysers, California",earthquake
2014-08-14T03:56:35.800Z,38.8362,-122.8038,2.8,0.2,Md,11,75.6,0.00898315,0.02,nc,nc72273635,2014-08-20T04:22:06.979Z,"7km WNW of Cobb, California",earthquake
